# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	285300	285620	-	CR182_01165	pilZ	PilZ domain-containing protein	SO:0001217, UniRef:UniRef50_W0GQI2
contig_2	cds	285679	285984	-	CR182_01166		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DMC1
contig_2	cds	286125	286409	-	CR182_01167		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_W0GQ99
contig_2	cds	287163	287651	+	CR182_01168		hypothetical protein	PFAM:PF02525.22, PFAM:PF03358.20
contig_2	cds	288275	288772	-	CR182_01169		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EN13, UniRef:UniRef90_A0A433EN13
contig_2	cds	288909	289019	-	CR182_01170		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FAM1, UniRef:UniRef90_UPI0037DD9F5D
contig_2	cds	289657	289935	+	CR182_01171		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHZ5, UniRef:UniRef90_A0A0K2JHZ5
contig_2	cds	290033	290179	-	CR182_01172		hypothetical protein	
contig_2	cds	290579	291028	+	CR182_01173		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGY0, UniRef:UniRef90_A0A0K2JGY0
contig_2	cds	291035	291844	+	CR182_01174		putative ribosomal 23s rrna methyltransferase protein	EC:2.1.1.226, EC:2.1.1.227, KEGG:K06442, SO:0001217, UniRef:UniRef50_W0GQM0, UniRef:UniRef90_Q14MW7
contig_2	cds	291896	292402	+	CR182_01175		Putative thiol peroxidase protein	EC:1.11.1.24, KEGG:K11065, SO:0001217, UniRef:UniRef50_W0GKY7, UniRef:UniRef90_Q14MW8
contig_2	cds	292593	292829	-	CR182_01176		(pseudo) Lipoprotein	SO:0001217, UniRef:UniRef50_A0A345DM75, UniRef:UniRef90_A0A345DM75
contig_2	cds	293208	293357	+	CR182_01177		(pseudo) Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHV7, UniRef:UniRef50_A0A2S8NQ78, UniRef:UniRef90_UPI0037DC8C05
contig_2	cds	294157	294471	+	CR182_01178		phage major capsid protein	GO:0005198, GO:0019068, GO:0044423, SO:0001217, UniRef:UniRef50_UPI0037DC195B, UniRef:UniRef90_UPI0037DC195B
contig_2	cds	294771	294914	-	CR182_01179		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030D2B180
contig_2	cds	295326	296660	+	CR182_01180		DEAD/DEAH box helicase	SO:0001217, UniRef:UniRef50_A0A2P6FDE4, UniRef:UniRef90_Q14NT1
contig_2	cds	297101	297220	+	CR182_01181		hypothetical protein	
contig_2	cds	297935	298099	-	CR182_01182		hypothetical protein	
contig_2	cds	298258	298413	-	CR182_01183		hypothetical protein	
contig_2	cds	298573	298830	-	CR182_01184		(pseudo) Transposase	SO:0001217, UniRef:UniRef50_A0AAX3T064, UniRef:UniRef90_UPI00209D5C42
contig_2	cds	299109	299453	+	CR182_01185		HNH endonuclease	SO:0001217, UniRef:UniRef50_R4U1I1
contig_2	cds	299546	299872	+	CR182_01186		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030CEC604, UniRef:UniRef90_UPI0030CEC604
contig_2	cds	299893	300561	+	CR182_01187		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S8NSV2
contig_2	cds	300827	301762	+	CR182_01188	miaA	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	EC:2.5.1.75, GO:0005737, GO:0006400, GO:0052381, SO:0001217, UniRef:UniRef50_A0A345DQL2, UniRef:UniRef90_A0A345DQL2
contig_2	cds	301939	302097	-	CR182_01189		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4D277B, UniRef:UniRef90_UPI0037DCD062
contig_2	cds	303200	303511	-	CR182_01190		hypothetical protein	
contig_2	cds	303594	303869	+	CR182_01191		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FBS5
contig_2	cds	303857	304702	+	CR182_01192		Transposase	SO:0001217, UniRef:UniRef50_K4L1U4
contig_2	cds	304664	305176	-	CR182_01193		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NRS6
contig_2	cds	305225	305404	-	CR182_01194		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030CE661D
contig_2	cds	305603	305791	-	CR182_01195		Metallothionein	SO:0001217, UniRef:UniRef50_S5MF21, UniRef:UniRef90_UPI00148B0573
contig_2	cds	306071	306181	-	CR182_01196		S1 motif domain-containing protein	SO:0001217, UniRef:UniRef50_W6ALC9
contig_2	cds	306508	306900	-	CR182_01197		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2S8NQK3
contig_2	cds	306965	307810	-	CR182_01198		TrbL/VirB6 plasmid conjugal transfer protein	SO:0001217, UniRef:UniRef50_A0A3S0TXW0
contig_2	cds	307801	308610	-	CR182_01199		Mbov_0396 family ICE element transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2S8NQD3, UniRef:UniRef90_A0A2S8NQD3
contig_2	cds	309649	309747	-	CR182_01200		(pseudo) Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2P6F9E3, UniRef:UniRef90_A0A2P6F9E3
contig_2	cds	309871	310572	-	CR182_01201		hypothetical protein	
contig_2	cds	310969	311187	-	CR182_01202		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F8A0
contig_2	cds	312187	313077	-	CR182_01203		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DRC2
contig_2	cds	313207	313755	-	CR182_01204		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JER1
contig_2	cds	313831	314328	+	CR182_01205		(pseudo) IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2P6FEL6, UniRef:UniRef50_UPI0030CC5D40, UniRef:UniRef90_A0A2P6FEL6
contig_2	cds	314368	314790	+	CR182_01206		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_Q14QM4, UniRef:UniRef90_A0A3S0ZWL6
contig_2	cds	315120	315467	+	CR182_01207		S1 motif domain-containing protein	SO:0001217, UniRef:UniRef50_R4UD14
contig_2	cds	315617	316174	-	CR182_01208		(pseudo) Transmembrane protein	SO:0001217, UniRef:UniRef50_R4UJG5, UniRef:UniRef90_A0A345DM92
contig_2	cds	316778	316915	-	CR182_01209		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_2	cds	317071	317277	-	CR182_01210		(pseudo) DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EN13, UniRef:UniRef50_UPI001F4CF8A7, UniRef:UniRef90_A0A433EN13
contig_2	cds	317482	317862	-	CR182_01211		NusB/RsmB/TIM44 domain-containing protein	SO:0001217, UniRef:UniRef50_W0GPE5
contig_2	cds	317876	318541	-	CR182_01212		NERD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1J0U0T7, UniRef:UniRef90_A0A0K2JHQ6
contig_2	cds	318580	318948	-	CR182_01213		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1J0U0V7, UniRef:UniRef90_A0AAI9T4U0
contig_2	cds	319621	320433	-	CR182_01214		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FC80, UniRef:UniRef50_UPI0032728437, UniRef:UniRef90_A0A0K2JIR8, UniRef:UniRef90_UPI0032728437
contig_2	cds	320421	320750	-	CR182_01215		hypothetical protein	
contig_2	cds	320900	321265	-	CR182_01216		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0AAI9T420, UniRef:UniRef50_A0AAX3T1G4, UniRef:UniRef90_A0A345DQI3
contig_2	cds	321272	321400	-	CR182_01217		hypothetical protein	
contig_2	cds	321705	322520	-	CR182_01218		(pseudo) Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JI72, UniRef:UniRef90_A0A0K2JI72
contig_2	cds	322605	323168	-	CR182_01219		DUF3945 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0U865
contig_2	cds	323178	323285	-	CR182_01220		hypothetical protein	
contig_2	cds	323278	323385	-	CR182_01221		hypothetical protein	
contig_2	cds	323860	324279	-	CR182_01222	ruvX	Holliday junction resolvase RuvX	EC:3.1.21.10, GO:0006364, SO:0001217, UniRef:UniRef50_Q14MG2, UniRef:UniRef90_A0A0K2JI62
contig_2	cds	324272	327028	-	CR182_01223	alaS	alanine--tRNA ligase	EC:6.1.1.7, GO:0000166, GO:0004813, GO:0005737, GO:0006419, SO:0001217, UniRef:UniRef50_Q6F0K3, UniRef:UniRef90_A0A0K2JHR1
contig_2	cds	327124	327378	-	CR182_01224		hypothetical protein	
contig_2	cds	327368	328354	-	CR182_01225	scm1	(pseudo) motility-associated protein Scm1	SO:0001217, UniRef:UniRef50_W0GKY2, UniRef:UniRef90_A0A0K2JHQ7
contig_2	cds	328448	330505	-	CR182_01226	spoT	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	EC:3.1.7.2, GO:0005886, GO:0008893, GO:0015970, SO:0001217, UniRef:UniRef50_O34098, UniRef:UniRef90_O34098
contig_2	cds	330487	330696	-	CR182_01227		hypothetical protein	
contig_2	cds	330748	331080	-	CR182_01228		(pseudo) adenine phosphoribosyltransferase	EC:2.4.2.7, GO:0003999, GO:0009116, KEGG:K00759, SO:0001217, UniRef:UniRef50_R4ULU4, UniRef:UniRef90_Q14MF8
contig_2	cds	331061	331261	-	CR182_01229		(pseudo) adenine phosphoribosyltransferase	EC:2.4.2.7, GO:0003999, GO:0009116, KEGG:K00759, SO:0001217, UniRef:UniRef50_UPI00313EFA60, UniRef:UniRef90_UPI00313EFA60
contig_2	cds	331287	334475	-	CR182_01230		protein translocase SecDF, variant type	SO:0001217, UniRef:UniRef50_W0GL69, UniRef:UniRef90_A0A0K2JI67
contig_2	cds	334529	334819	-	CR182_01231		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHR7
contig_2	cds	336392	336598	+	CR182_01232		hypothetical protein	SO:0001217, UniRef:UniRef50_Q14MA8, UniRef:UniRef90_A0A2P6FFU0
contig_2	cds	336797	337015	+	CR182_01233		transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FAM1, UniRef:UniRef90_UPI0037DD9F5D
contig_2	cds	337487	337624	+	CR182_01234		Transposase DDE domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FAK5
contig_2	cds	338146	338439	-	CR182_01235	rpmA	50S ribosomal protein L27	GO:0000315, GO:0003735, GO:0006412, GO:0022625, KEGG:K02899, SO:0001217, UniRef:UniRef50_P05657, UniRef:UniRef90_A0A0K2JGW1
contig_2	cds	338442	338753	-	CR182_01236		Ribosomal processing cysteine protease Prp	KEGG:K07584, SO:0001217, UniRef:UniRef50_R4UL21, UniRef:UniRef90_A0A0K2JFV6
contig_2	cds	338760	339305	-	CR182_01237		Large ribosomal subunit protein bL21	SO:0001217, UniRef:UniRef50_A0A0K1W2D0
contig_2	cds	339517	339636	-	CR182_01238		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0K2JGB7, UniRef:UniRef90_A0A0K2JGB7
contig_2	cds	340376	340564	+	CR182_01239		hypothetical protein	
contig_2	cds	340742	340966	+	CR182_01240		hypothetical protein	
contig_2	cds	341004	341267	+	CR182_01241		transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FEP8, UniRef:UniRef90_UPI0037DCD7EA
contig_2	cds	341694	341831	+	CR182_01242		Transposase DDE domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FAK5
contig_2	cds	342030	342437	-	CR182_01243		hypothetical protein	
contig_2	cds	342572	344077	-	CR182_01244		MATE efflux family protein	SO:0001217, UniRef:UniRef50_W0GQ25, UniRef:UniRef90_A0A0K2JFV2
contig_2	cds	344728	344946	-	CR182_01245		hypothetical protein	PFAM:PF00005.33
contig_2	cds	345117	345281	-	CR182_01246		(pseudo) ATP-binding cassette domain-containing protein	SO:0001217, UniRef:UniRef50_W0GLC4, UniRef:UniRef90_UPI000321E137
contig_2	cds	345274	345399	-	CR182_01247		(pseudo) Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0K2JGA2, UniRef:UniRef90_A0A345DMV9
contig_2	cds	346509	346715	+	CR182_01248		hypothetical protein	SO:0001217, UniRef:UniRef50_Q14MA8, UniRef:UniRef90_A0A2P6FFU0
contig_2	cds	346901	347032	+	CR182_01249		(pseudo) Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHX0, UniRef:UniRef90_UPI0037DD4760
contig_2	cds	347457	347570	+	CR182_01250		hypothetical protein	
contig_2	cds	347895	348071	+	CR182_01251		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0K2JFQ3, UniRef:UniRef50_A0A0K2JIG2, UniRef:UniRef90_A0A345DQ37
contig_2	cds	348232	348378	+	CR182_01252		hypothetical protein	
contig_2	cds	348362	348580	+	CR182_01253	recT	(pseudo) RecT family	SO:0001217, UniRef:UniRef50_A0A432ZUZ8, UniRef:UniRef90_A0A432ZUZ8
contig_2	cds	348759	349076	+	CR182_01254		Adhesin	SO:0001217, UniRef:UniRef50_A0A2S8NRM6
contig_2	cds	349088	349237	+	CR182_01255		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A345DLU7
contig_2	cds	349388	349543	+	CR182_01256		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00209FD1DF, UniRef:UniRef90_UPI00209FD1DF
contig_2	cds	350110	350220	-	CR182_01257		hypothetical protein	
contig_2	cds	350338	350919	-	CR182_01258		RDD domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A3S0T5U5
contig_2	cds	350936	352198	-	CR182_01259		Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_Q14MT6
contig_2	cds	352188	353168	-	CR182_01260		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0, UniRef:UniRef90_A0A2P6FFU2
contig_2	cds	353421	353747	-	CR182_01261		(pseudo) IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI00209ED3AB, UniRef:UniRef90_UPI00209ED3AB
contig_2	cds	354069	354317	-	CR182_01262		Transposase	SO:0001217, UniRef:UniRef50_A0A3S0TL89
contig_2	cds	354420	355379	-	CR182_01263		CAAX amino terminal protease	SO:0001217, UniRef:UniRef50_W0GM66, UniRef:UniRef90_A0A0K2JHS8
contig_2	cds	355688	355825	-	CR182_01264		Transposase DDE domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FAK5
contig_2	cds	356061	356345	-	CR182_01265		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FBT4
contig_2	cds	356317	356514	-	CR182_01266		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW8
contig_2	cds	356577	358163	-	CR182_01267	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	EC:5.4.2.12, GO:0006096, GO:0046537, SO:0001217, UniRef:UniRef50_Q6MSF0, UniRef:UniRef90_A0A0K2JGT2
contig_2	cds	358280	358384	-	CR182_01268		(pseudo) HAD family hydrolase	SO:0001217, UniRef:UniRef50_A0A0K2JFS7, UniRef:UniRef90_A0A0K2JFS7
contig_2	cds	358409	358939	-	CR182_01269		(pseudo) Putative haloacid dehalogenase-like hydrolase protein	EC:3.1.3.104, KEGG:K21064, SO:0001217, UniRef:UniRef50_Q14PC0, UniRef:UniRef90_Q14PC0
contig_2	cds	359990	360091	-	CR182_01270		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0032857357, UniRef:UniRef90_UPI0032857357
contig_2	cds	360171	361178	-	CR182_01271		Glycerol-3-phosphate dehydrogenase [NAD(P)+]	SO:0001217, UniRef:UniRef50_W6A9K4, UniRef:UniRef90_A0A3S0TTP5
contig_2	cds	361193	362509	-	CR182_01272	der	ribosome biogenesis GTPase Der	EC:3.6.5.-, GO:0003924, GO:0005525, GO:0005737, GO:0042254, GO:0043022, KEGG:K03977, SO:0001217, UniRef:UniRef50_P75309, UniRef:UniRef90_A0AAI9T2R5
contig_2	cds	362510	363178	-	CR182_01273		Cytidylate kinase	SO:0001217, UniRef:UniRef50_W0GKV8
contig_2	cds	363195	363896	-	CR182_01274		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0K2JGS1, UniRef:UniRef90_A0A0K2JGS1
contig_2	cds	363993	364238	+	CR182_01275		ferredoxin	SO:0001217, UniRef:UniRef50_R4UKW1, UniRef:UniRef90_UPI0030D342C8
contig_2	cds	364272	364781	-	CR182_01276		dUTP diphosphatase	SO:0001217, UniRef:UniRef50_W6AL82, UniRef:UniRef90_A0A0K2JFR9
contig_2	cds	364771	366330	-	CR182_01277		Hypothetical two-component regulator system yiem receptor component protein	SO:0001217, UniRef:UniRef50_W0GP02, UniRef:UniRef90_Q14PC7
contig_2	cds	366388	367896	-	CR182_01278		AAA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FBL0, UniRef:UniRef90_Q14PC8
contig_2	cds	367914	368582	-	CR182_01279		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FBV4, UniRef:UniRef90_A0AAI9X0L9
contig_2	cds	369022	369159	-	CR182_01280		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAK5, UniRef:UniRef90_A0A3S0SM09
contig_2	cds	369545	369679	-	CR182_01281		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FEP8, UniRef:UniRef90_UPI0037DCD7EA
contig_2	cds	369639	369848	-	CR182_01282		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW8
contig_2	cds	370464	370613	-	CR182_01283		hypothetical protein	
contig_2	cds	370695	370808	-	CR182_01284		hypothetical protein	
contig_2	cds	370842	371504	-	CR182_01285	deoC	deoxyribose-phosphate aldolase	EC:4.1.2.4, GO:0004139, GO:0005737, GO:0009264, KEGG:K01619, SO:0001217, UniRef:UniRef50_Q8DU34, UniRef:UniRef90_A0A3S0TTJ4
contig_2	cds	371639	372145	-	CR182_01286		Hypothetical oxidoreductase n-terminal truncated oxidoreductase protein	SO:0001217, UniRef:UniRef50_Q14ML8
contig_2	cds	372164	372493	-	CR182_01287		Gfo/Idh/MocA family oxidoreductase	SO:0001217, UniRef:UniRef50_Q14ML7, UniRef:UniRef90_A0AAX3SXM3
contig_2	cds	372901	373140	+	CR182_01288		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHV7
contig_2	cds	374915	375190	+	CR182_01289		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_UPI0030D050A8
contig_2	cds	375154	375621	+	CR182_01290		Tc1-like transposase DDE domain-containing protein	SO:0001217, UniRef:UniRef50_W0GKL4, UniRef:UniRef90_W0GKL4
contig_2	cds	375625	375981	+	CR182_01291		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0K2JIR3, UniRef:UniRef90_UPI0018DDCF77
contig_2	cds	375981	376379	+	CR182_01292		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_W0GQI2, UniRef:UniRef90_A0A0K2JJP0
contig_2	cds	376389	376847	+	CR182_01293		Phage protein	SO:0001217, UniRef:UniRef50_A0A3S0T7H9, UniRef:UniRef90_A0A432ZVL6
contig_2	cds	376865	377011	+	CR182_01294		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3S0TSQ6, UniRef:UniRef90_UPI0030D1D920
contig_2	cds	376989	378092	+	CR182_01295		DNA-binding response regulator	SO:0001217, UniRef:UniRef50_A0A433ETQ0, UniRef:UniRef90_A0A3S0YQ60
contig_2	cds	378130	379725	+	CR182_01296		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFI8, UniRef:UniRef90_A0A2P6FER1
contig_2	cds	379738	380988	+	CR182_01297		hypothetical protein	
contig_2	cds	381003	381272	+	CR182_01298		hypothetical protein	RefSeq:WP_241460444.1, SO:0001217, UniParc:UPI001F4C6339, UniRef:UniRef100_UPI001F4C6339, UniRef:UniRef50_W6AVN7, UniRef:UniRef90_A0A0C2HSQ3
contig_2	cds	381286	382542	+	CR182_01299		Phage portal protein	SO:0001217, UniRef:UniRef50_A0A2P6FEB3, UniRef:UniRef90_A0A2P6FEB3
contig_2	cds	382542	384827	+	CR182_01300		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A432ZV09
contig_2	cds	384839	385366	-	CR182_01301		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0032B1CBC4
contig_2	cds	385696	386022	+	CR182_01302		S1 RNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_R4UD14, UniRef:UniRef90_UPI0030CABD39
contig_2	cds	386062	387798	-	CR182_01303		hypothetical protein	SO:0001217, UniRef:UniRef50_A0AAX3T0K3, UniRef:UniRef90_A0AAX3T0K3
contig_2	cds	387906	388151	+	CR182_01304		Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0AAJ4JXY8, UniRef:UniRef90_UPI001F4C557B
contig_2	cds	388163	389227	+	CR182_01305		Mbov_0401 family ICE element transposase-like protein	SO:0001217, UniRef:UniRef50_A0A0K2JEQ4, UniRef:UniRef90_A0A3S0YP00
contig_2	cds	390256	391095	-	CR182_01306		Aldose epimerase	SO:0001217, UniRef:UniRef50_A0A1J0U1I2, UniRef:UniRef90_A0A3S0REK5
contig_2	cds	391129	391791	-	CR182_01307	deoC	deoxyribose-phosphate aldolase	EC:4.1.2.4, GO:0004139, GO:0005737, GO:0009264, KEGG:K01619, SO:0001217, UniRef:UniRef50_Q8DU34, UniRef:UniRef90_A0A3S0TTJ4
contig_2	cds	391926	392249	-	CR182_01308		(pseudo) hypothetical protein	PFAM:PF22725.1, SO:0001217, UniRef:UniRef50_UPI002155E682, UniRef:UniRef90_UPI002155E682
contig_2	cds	392546	392779	-	CR182_01309		Gfo/Idh/MocA family protein	SO:0001217, UniRef:UniRef50_UPI00313B913E, UniRef:UniRef90_UPI0037DCD2F6
contig_2	cds	394194	394691	-	CR182_01310		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EN13, UniRef:UniRef90_A0A433EN13
contig_2	cds	394802	395017	-	CR182_01311		Transposase	SO:0001217, UniRef:UniRef50_A0A2P6FAM1
contig_2	cds	395305	395715	-	CR182_01312		(pseudo) Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1J0TZY9, UniRef:UniRef90_A0A0K2JG76
contig_2	cds	395841	396599	-	CR182_01313		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A0K2JG87, UniRef:UniRef90_A0A0K2JG87
contig_2	cds	396611	397180	-	CR182_01314		Transmembrane protein	SO:0001217, UniRef:UniRef50_R4UDA4, UniRef:UniRef90_A0A3S0T7B3
contig_2	cds	398753	398905	-	CR182_01315		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FAM1, UniRef:UniRef50_UPI00313F2ADF, UniRef:UniRef90_UPI0037DD9F5D
contig_2	cds	399256	399375	+	CR182_01316		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F9V5, UniRef:UniRef90_A0A2P6F9I0
contig_2	cds	399430	399657	+	CR182_01317		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A345DNZ7
contig_2	cds	399844	400086	+	CR182_01318		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F9R9, UniRef:UniRef90_UPI0020A0FC93
contig_2	cds	400091	400243	+	CR182_01319		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F4CD101, UniRef:UniRef90_UPI001F4CD101
contig_2	cds	400523	401032	+	CR182_01320		(pseudo) p123	SO:0001217, UniRef:UniRef50_A0A2P6F8E7, UniRef:UniRef50_A0A2P6F8K7, UniRef:UniRef90_A0A0K2JHM2
contig_2	cds	401096	401236	+	CR182_01321		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F8M3, UniRef:UniRef50_A0A2P6F9B6, UniRef:UniRef90_A0A2P6F8M3
contig_2	cds	401343	401579	+	CR182_01322		p123	SO:0001217, UniRef:UniRef50_A0A0K2JHM6
contig_2	cds	401622	401945	+	CR182_01323		(pseudo) DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F8J8, UniRef:UniRef50_UPI0010572FFB, UniRef:UniRef90_UPI0030D250CA
contig_2	cds	401970	402323	+	CR182_01324		(pseudo) p123	SO:0001217, UniRef:UniRef50_A0A0K2JGD0, UniRef:UniRef90_A0A0K2JGD0
contig_2	cds	402522	402722	+	CR182_01325		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000F89B814
contig_2	cds	402741	403298	+	CR182_01326		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F954
contig_2	cds	403454	404734	+	CR182_01327		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2S8NUK1, UniRef:UniRef90_UPI0020A01FF6
contig_2	cds	404864	405064	+	CR182_01328		p18	SO:0001217, UniRef:UniRef50_A0A0K2JEK2
contig_2	cds	405080	405205	+	CR182_01329		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FA27, UniRef:UniRef90_UPI001319D27C
contig_2	cds	405268	405687	+	CR182_01330		Transposase Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0SKZ0
contig_2	cds	405629	406093	+	CR182_01331		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433EN13, UniRef:UniRef90_A0A433EN13
contig_2	cds	406238	407014	-	CR182_01332		(pseudo) ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A345DMW0, UniRef:UniRef90_UPI0037DD2D27
contig_2	cds	407018	407197	-	CR182_01333		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI003364FAB9, UniRef:UniRef90_UPI003364FAB9
contig_2	cds	407417	408799	-	CR182_01334		ATP-dependent RNA helicase	SO:0001217, UniRef:UniRef50_W0GRD0, UniRef:UniRef90_A0A0K2JFU1
contig_2	cds	409005	409157	-	CR182_01335		(pseudo) Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A345DMW2, UniRef:UniRef90_A0A345DMW2
contig_2	cds	409442	409612	-	CR182_01336		hypothetical protein	
contig_2	cds	409804	410181	-	CR182_01337		DDE Tnp4 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433ERG5
contig_2	cds	410318	410509	-	CR182_01338		transposase family protein	SO:0001217, UniRef:UniRef50_A0A2P6FAM1, UniRef:UniRef90_UPI0037DD9F5D
contig_2	cds	410758	410901	+	CR182_01339		hypothetical protein	
contig_2	cds	410908	411687	+	CR182_01340		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_A0A2K8P483, UniRef:UniRef90_UPI00209C7762
contig_2	cds	412089	412448	-	CR182_01341		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A0K2JI39, UniRef:UniRef90_A0A345DP98
contig_2	cds	413300	413542	+	CR182_01342		(pseudo) IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_Q14KY9, UniRef:UniRef90_A0A433ET65
