# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3	1352	+	GCF_964030635_00001	dnaA	(5' truncated) chromosomal replication initiator protein DnaA	GO:0003677, GO:0003688, GO:0005524, GO:0005737, GO:0005886, GO:0006270, GO:0006275, GO:0016887, KEGG:K02313, SO:0001217, UniRef:UniRef50_P34028, UniRef:UniRef90_P34028
contig_1	cds	859224	859346	+	GCF_964030635_01079		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_UPI00313DE3B3, UniRef:UniRef90_UPI00313DE3B3
contig_1	cds	859959	860174	+	GCF_964030635_01080		transposase	SO:0001217, UniRef:UniRef50_UPI0035C8E137, UniRef:UniRef90_UPI0035C8E137
contig_1	cds	860158	860580	-	GCF_964030635_01081		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030D2D128, UniRef:UniRef90_UPI0030D2D128
contig_1	cds	860859	861122	+	GCF_964030635_01082		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	861383	861646	+	GCF_964030635_01083		(pseudo) DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030D2D128, UniRef:UniRef50_UPI00313D07F3, UniRef:UniRef90_UPI0030D142F9
contig_1	cds	861715	861978	+	GCF_964030635_01084		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	862239	862451	+	GCF_964030635_01085		hypothetical protein	
contig_1	cds	862671	862910	+	GCF_964030635_01086		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHV7
contig_1	cds	863463	863744	+	GCF_964030635_01087		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A2P6FFS2
contig_1	cds	863754	863921	+	GCF_964030635_01088		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	863935	864225	+	GCF_964030635_01089		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5, UniRef:UniRef90_UPI0030D1B4AB
contig_1	cds	864218	864364	+	GCF_964030635_01090		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FG49
contig_1	cds	864367	865143	+	GCF_964030635_01091		Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_UPI0030D53007
contig_1	cds	865146	865937	+	GCF_964030635_01092	recT	recombinase RecT	KEGG:K07455, SO:0001217, UniRef:UniRef50_A0A0K2JFY0, UniRef:UniRef90_UPI0037DCEEC9
contig_1	cds	865998	866468	+	GCF_964030635_01093		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5
contig_1	cds	866473	866652	+	GCF_964030635_01094		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0030D2A146
contig_1	cds	866678	866965	-	GCF_964030635_01095	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_1	cds	867098	867751	-	GCF_964030635_01096		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A2P6FFU6
contig_1	cds	867767	868786	-	GCF_964030635_01097		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F9G9
contig_1	cds	868776	869351	-	GCF_964030635_01098		Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0AAJ4EKV5
contig_1	cds	869406	869693	-	GCF_964030635_01099		(pseudo) Plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A432ZUV8, UniRef:UniRef50_A0AAJ4EKV5, UniRef:UniRef90_UPI0030D4BD20
contig_1	cds	869700	871106	-	GCF_964030635_01100		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73, UniRef:UniRef90_A0A432ZUL1
contig_1	cds	871123	871584	-	GCF_964030635_01101		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_A0A2P6FFS4
contig_1	cds	871903	872847	+	GCF_964030635_01102		hypothetical protein	
contig_1	cds	872962	873423	+	GCF_964030635_01103		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A2P6FEX0
contig_1	cds	873512	875611	-	GCF_964030635_01104		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A3S0SMD3
contig_1	cds	875624	876247	-	GCF_964030635_01105		Capsid protein	SO:0001217, UniRef:UniRef50_A0A432ZV51, UniRef:UniRef90_A0A3S0ST79
contig_1	cds	876248	877198	-	GCF_964030635_01106		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	877288	877602	-	GCF_964030635_01107		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A0A433ESZ6, UniRef:UniRef90_A0A433ESZ6
contig_1	cds	877669	877815	-	GCF_964030635_01108		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0030CBC09D, UniRef:UniRef90_UPI0030CBC09D
contig_1	cds	877819	878157	-	GCF_964030635_01109		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A345DRW7, UniRef:UniRef90_A0A345DRW7
contig_1	cds	878276	879211	-	GCF_964030635_01110		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A3S0TSB4, UniRef:UniRef90_A0A2P6F9G0
contig_1	cds	879204	879482	-	GCF_964030635_01111		Adhesin P12	SO:0001217, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_UPI0030CD22FE
contig_1	cds	879482	880942	-	GCF_964030635_01112		PBSX family phage terminase large subunit	KEGG:K06909, SO:0001217, UniRef:UniRef50_W0GPI8, UniRef:UniRef90_A0A432ZV87
contig_1	cds	880935	881333	-	GCF_964030635_01113		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_1	cds	881722	882705	+	GCF_964030635_01114		hypothetical protein	PFAM:PF00665.32
contig_1	cds	882944	883246	-	GCF_964030635_01115		IS3 family transposase	SO:0001217, UniRef:UniRef50_UPI00313B6F07
contig_1	cds	883420	883683	-	GCF_964030635_01116		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	883781	883963	+	GCF_964030635_01117		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	884061	886451	-	GCF_964030635_01118	secA	preprotein translocase subunit SecA	EC:7.4.2.8, GO:0005524, GO:0006605, GO:0006886, GO:0017038, KEGG:K03070, SO:0001217, UniRef:UniRef50_R4U2Y6, UniRef:UniRef90_UPI0030CD2258
contig_1	cds	887585	888484	-	GCF_964030635_01119	rnhC	ribonuclease HIII	EC:3.1.26.4, GO:0004523, GO:0005737, GO:0006401, KEGG:K03471, SO:0001217, UniRef:UniRef50_R4UJE7, UniRef:UniRef90_UPI0030CBD9DB
contig_1	cds	888658	889299	-	GCF_964030635_01120		transposase	SO:0001217, UniRef:UniRef50_UPI00313D3AE9
contig_1	cds	889867	890619	-	GCF_964030635_01121		NAD(+) synthase	SO:0001217, UniRef:UniRef50_A0A345Z390, UniRef:UniRef90_UPI0030D29BAD
contig_1	cds	890619	891923	-	GCF_964030635_01122	obgE	GTPase ObgE	GO:0003924, SO:0001217, UniRef:UniRef50_Q6MTG9, UniRef:UniRef90_UPI0030D5BF13
contig_1	cds	892195	892818	-	GCF_964030635_01123		hypothetical protein	
contig_1	cds	892843	893343	-	GCF_964030635_01124		hypothetical protein	
contig_1	cds	893558	893740	-	GCF_964030635_01125		Integrase catalytic domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2K8NYQ1, UniRef:UniRef90_UPI0030CAC077
contig_1	cds	893810	894145	-	GCF_964030635_01126		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030D2D128, UniRef:UniRef90_UPI0030D142F9
contig_1	cds	894406	894669	-	GCF_964030635_01127		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	895057	895770	+	GCF_964030635_01128		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A1J0U0H2, UniRef:UniRef90_UPI0030D2A4D5
contig_1	cds	895812	899915	+	GCF_964030635_01129		ABC transporter permease	SO:0001217, UniRef:UniRef50_W0GNW3, UniRef:UniRef90_UPI0030D229C1
contig_1	cds	899928	900887	+	GCF_964030635_01130		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0H3XKG6, UniRef:UniRef90_UPI0030D2197D
contig_1	cds	901130	901726	-	GCF_964030635_01131		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	901987	902250	-	GCF_964030635_01132		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	902548	903273	+	GCF_964030635_01133		Spiralin	SO:0001217, UniRef:UniRef50_P21625
contig_1	cds	903737	904966	-	GCF_964030635_01134		Permease	SO:0001217, UniRef:UniRef50_A0A345DQC9
contig_1	cds	905892	906488	+	GCF_964030635_01135		DDE-type integrase/transposase/recombinase	SO:0001217, UniRef:UniRef50_UPI0030CC6F38, UniRef:UniRef90_UPI0030D4CDF8
contig_1	cds	906680	907975	+	GCF_964030635_01136	ptsS	phosphate ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_W6AP34, UniRef:UniRef90_UPI0030CE3B97
contig_1	cds	908017	910092	+	GCF_964030635_01137	pstA	phosphate ABC transporter permease PstA	GO:0005886, GO:0006817, GO:0015415, GO:0055052, SO:0001217, UniRef:UniRef50_A0A0H3XLX6, UniRef:UniRef90_UPI0030CC92DF
contig_1	cds	910092	910901	+	GCF_964030635_01138	pstB	phosphate ABC transporter ATP-binding protein PstB	EC:7.3.2.1, GO:0005524, GO:0005886, GO:0006817, GO:0009898, GO:0015415, GO:0016887, GO:0035435, GO:0055052, SO:0001217, UniRef:UniRef50_Q6D2D5, UniRef:UniRef90_Q6XYT0
contig_1	cds	910925	911584	+	GCF_964030635_01139	phoU	phosphate signaling complex protein PhoU	GO:0006817, GO:0030643, GO:0045936, SO:0001217, UniRef:UniRef50_A0A0K2JF66, UniRef:UniRef90_A0A0K2JF66
contig_1	cds	911712	913388	+	GCF_964030635_01140		phospho-sugar mutase	SO:0001217, UniRef:UniRef50_Q14PE4, UniRef:UniRef90_UPI0030D1D9F6
contig_1	cds	913430	913783	+	GCF_964030635_01141		hypothetical protein	PFAM:PF13533.12
contig_1	cds	913803	913937	-	GCF_964030635_01142		hypothetical protein	
contig_1	cds	914056	914799	+	GCF_964030635_01143		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6F8Y2, UniRef:UniRef90_A0A2P6F8Y2
contig_1	cds	914803	915567	+	GCF_964030635_01144		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A2P6F8E7, UniRef:UniRef90_A0A2P6FEY9
contig_1	cds	915781	916626	+	GCF_964030635_01145		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A432ZVB4
contig_1	cds	916954	917760	+	GCF_964030635_01146		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A2P6F982
contig_1	cds	918255	918707	-	GCF_964030635_01147		Lipoprotein	SO:0001217, UniRef:UniRef50_A0AAX3SZX7
contig_1	cds	918875	919525	-	GCF_964030635_01148		hypothetical protein	
contig_1	cds	919824	920081	+	GCF_964030635_01149		(pseudo) P18	SO:0001217, UniRef:UniRef50_A0A2P6F8F6, UniRef:UniRef50_A0A3S0T7D9, UniRef:UniRef90_A0A2P6F8F6, UniRef:UniRef90_A0A3S0T7D9
contig_1	cds	920085	920219	+	GCF_964030635_01150		(pseudo) p18	SO:0001217, UniRef:UniRef50_A0A0K2JEK2, UniRef:UniRef90_A0A0K2JEK2
contig_1	cds	920302	921708	+	GCF_964030635_01151		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73
contig_1	cds	921715	922632	+	GCF_964030635_01152		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0, UniRef:UniRef90_UPI0030CC2682
contig_1	cds	922622	923476	+	GCF_964030635_01153		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A345DP91, UniRef:UniRef90_UPI0030CAC90D
contig_1	cds	923486	923788	-	GCF_964030635_01154		integrase core domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D1AB8C, UniRef:UniRef90_UPI0030D1AB8C
contig_1	cds	924092	924331	+	GCF_964030635_01155		Spiroplasmavirus-related protein	RefSeq:WP_338955090.1, SO:0001217, UniParc:UPI0030D5753A, UniRef:UniRef100_UPI0030D5753A, UniRef:UniRef50_A0A0K2JHV7, UniRef:UniRef90_UPI0030D22F9C
contig_1	cds	924884	925165	+	GCF_964030635_01156		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A2P6FFS2
contig_1	cds	925175	925342	+	GCF_964030635_01157		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	925356	925646	+	GCF_964030635_01158		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5, UniRef:UniRef90_UPI0030D1B4AB
contig_1	cds	925639	925785	+	GCF_964030635_01159		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FG49
contig_1	cds	925788	926564	+	GCF_964030635_01160		Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_UPI0030D53007
contig_1	cds	926567	927433	+	GCF_964030635_01161	recT	recombinase RecT	KEGG:K07455, SO:0001217, UniRef:UniRef50_A0A0K2JFY0, UniRef:UniRef90_UPI0037DCEEC9
contig_1	cds	927418	927888	+	GCF_964030635_01162		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5
contig_1	cds	927893	928072	+	GCF_964030635_01163		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0030D2A146
contig_1	cds	928098	928385	-	GCF_964030635_01164	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_1	cds	928518	929171	-	GCF_964030635_01165		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A2P6FFU6
contig_1	cds	929187	930209	-	GCF_964030635_01166		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F9G9
contig_1	cds	930199	931116	-	GCF_964030635_01167		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0, UniRef:UniRef90_UPI0030CC2682
contig_1	cds	931123	932529	-	GCF_964030635_01168		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73, UniRef:UniRef90_A0A432ZUL1
contig_1	cds	932546	933007	-	GCF_964030635_01169		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_A0A2P6FFS4
contig_1	cds	933322	934566	+	GCF_964030635_01170		hypothetical protein	
contig_1	cds	934622	935035	+	GCF_964030635_01171		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0T5P2
contig_1	cds	935394	938027	-	GCF_964030635_01172		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A3S0SMD3, UniRef:UniRef90_UPI0011BAFF26
contig_1	cds	938031	939422	-	GCF_964030635_01173		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A2P6FF31, UniRef:UniRef90_A0A2P6FA19
contig_1	cds	939415	939693	-	GCF_964030635_01174		Adhesin P12	RefSeq:WP_253301740.1, SO:0001217, UniParc:UPI00209C7E7A, UniRef:UniRef100_UPI00209C7E7A, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A3S0YNT3
contig_1	cds	939693	941153	-	GCF_964030635_01175		PBSX family phage terminase large subunit	KEGG:K06909, SO:0001217, UniRef:UniRef50_W0GPI8, UniRef:UniRef90_A0A432ZV87
contig_1	cds	941146	941544	-	GCF_964030635_01176		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_1	cds	941847	942827	+	GCF_964030635_01177		hypothetical protein	PFAM:PF00665.32
contig_1	cds	943312	943551	+	GCF_964030635_01178		Spiroplasmavirus-related protein	RefSeq:WP_338955090.1, SO:0001217, UniParc:UPI0030D5753A, UniRef:UniRef100_UPI0030D5753A, UniRef:UniRef50_A0A0K2JHV7, UniRef:UniRef90_UPI0030D22F9C
contig_1	cds	944104	944385	+	GCF_964030635_01179		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A2P6FFS2
contig_1	cds	944395	944562	+	GCF_964030635_01180		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	944576	944866	+	GCF_964030635_01181		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5, UniRef:UniRef90_UPI0030D1B4AB
contig_1	cds	944859	945005	+	GCF_964030635_01182		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FG49
contig_1	cds	945008	945784	+	GCF_964030635_01183		Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_UPI0030D53007
contig_1	cds	945787	946653	+	GCF_964030635_01184	recT	recombinase RecT	KEGG:K07455, SO:0001217, UniRef:UniRef50_A0A0K2JFY0, UniRef:UniRef90_UPI0037DCEEC9
contig_1	cds	946638	947108	+	GCF_964030635_01185		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5
contig_1	cds	947113	947292	+	GCF_964030635_01186		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0030D2A146
contig_1	cds	947318	947605	-	GCF_964030635_01187	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_1	cds	947738	948391	-	GCF_964030635_01188		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A2P6FFU6
contig_1	cds	948407	949429	-	GCF_964030635_01189		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F9G9
contig_1	cds	949419	950336	-	GCF_964030635_01190		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0, UniRef:UniRef90_UPI0030CC2682
contig_1	cds	950343	951749	-	GCF_964030635_01191		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73, UniRef:UniRef90_A0A432ZUL1
contig_1	cds	951766	952227	-	GCF_964030635_01192		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_A0A2P6FFS4
contig_1	cds	952542	953786	+	GCF_964030635_01193		hypothetical protein	
contig_1	cds	953842	954255	+	GCF_964030635_01194		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3S0T5P2
contig_1	cds	954614	957247	-	GCF_964030635_01195		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A3S0SMD3, UniRef:UniRef90_UPI0011BAFF26
contig_1	cds	957251	958642	-	GCF_964030635_01196		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A2P6FF31, UniRef:UniRef90_A0A2P6FA19
contig_1	cds	958635	958913	-	GCF_964030635_01197		Adhesin P12	RefSeq:WP_253301740.1, SO:0001217, UniParc:UPI00209C7E7A, UniRef:UniRef100_UPI00209C7E7A, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A3S0YNT3
contig_1	cds	958913	960373	-	GCF_964030635_01198		PBSX family phage terminase large subunit	KEGG:K06909, SO:0001217, UniRef:UniRef50_W0GPI8, UniRef:UniRef90_A0A432ZV87
contig_1	cds	960366	960764	-	GCF_964030635_01199		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_1	cds	961067	962047	+	GCF_964030635_01200		hypothetical protein	PFAM:PF00665.32
contig_1	cds	962178	962522	-	GCF_964030635_01201		hypothetical protein	
contig_1	cds	962783	963046	-	GCF_964030635_01202		transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D2CBE0
contig_1	cds	963108	963503	+	GCF_964030635_01203		hypothetical protein	
contig_1	cds	963519	963680	+	GCF_964030635_01204		hypothetical protein	
contig_1	cds	963693	964643	-	GCF_964030635_01205		IS30 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI0030D2B8B1, UniRef:UniRef90_UPI00313E6C49
contig_1	cds	964843	965403	-	GCF_964030635_01206	dnaD	DnaD family protein	SO:0001217, UniRef:UniRef50_A0A0H3XKQ5, UniRef:UniRef90_UPI0030CD090C
contig_1	cds	965420	965707	-	GCF_964030635_01207		HU family DNA-binding protein	SO:0001217, UniRef:UniRef50_Q14MP3, UniRef:UniRef90_UPI0030CCFF24
contig_1	cds	965903	966586	-	GCF_964030635_01208		IS3 family transposase	GO:0004803, SO:0001217, UniRef:UniRef50_UPI002481DC89, UniRef:UniRef90_UPI0030CFC166
contig_1	cds	966892	967023	-	GCF_964030635_01209		(pseudo) transposase family protein	SO:0001217, UniRef:UniRef50_A0A432ZV48, UniRef:UniRef90_UPI0030D3635F
contig_1	cds	967442	968455	+	GCF_964030635_01210		protein kinase domain-containing protein	SO:0001217, UniRef:UniRef50_W0GM50, UniRef:UniRef90_UPI0030CF1F6D
contig_1	cds	968462	969331	+	GCF_964030635_01211	rsgA	ribosome small subunit-dependent GTPase A	EC:3.1.3.100, EC:3.6.1.-, GO:0003924, GO:0005525, GO:0006412, GO:0043022, KEGG:K06949, SO:0001217, UniRef:UniRef50_R4UEP6, UniRef:UniRef90_UPI0030CB19DA
contig_1	cds	969344	970027	+	GCF_964030635_01212	rpe	ribulose-phosphate 3-epimerase	EC:5.1.3.1, GO:0004750, GO:0006098, KEGG:K01783, SO:0001217, UniRef:UniRef50_A0A2S8NQS2, UniRef:UniRef90_UPI0030D42D2A
contig_1	cds	970334	970624	+	GCF_964030635_01213		(pseudo) thiamine diphosphokinase	EC:2.7.6.2, GO:0004788, GO:0006772, KEGG:K00949, SO:0001217, UniRef:UniRef50_A0A0K2JFF4, UniRef:UniRef90_UPI0030D08729
contig_1	cds	971287	971853	-	GCF_964030635_01214		UPF0236 family transposase-like protein	SO:0001217, UniRef:UniRef50_A0A2S8NRK3, UniRef:UniRef90_UPI0030CDD951
contig_1	cds	971947	972627	-	GCF_964030635_01215		UPF0236 family transposase-like protein	SO:0001217, UniRef:UniRef50_A0A2S8NQT2, UniRef:UniRef90_UPI0032B11891
contig_1	cds	973003	975480	+	GCF_964030635_01216		ankyrin repeat domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0030D2E178
contig_1	cds	975682	976920	+	GCF_964030635_01217		hypothetical protein	
contig_1	cds	977183	977422	+	GCF_964030635_01218		Spiroplasmavirus-related protein	RefSeq:WP_338955090.1, SO:0001217, UniParc:UPI0030D5753A, UniRef:UniRef100_UPI0030D5753A, UniRef:UniRef50_A0A0K2JHV7, UniRef:UniRef90_UPI0030D22F9C
contig_1	cds	977975	978256	+	GCF_964030635_01219		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGU8, UniRef:UniRef90_A0A2P6FFS2
contig_1	cds	978266	978433	+	GCF_964030635_01220		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JHY1, UniRef:UniRef90_UPI0030CE4450
contig_1	cds	978447	978737	+	GCF_964030635_01221		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FGE5, UniRef:UniRef90_UPI0030D1B4AB
contig_1	cds	978730	978876	+	GCF_964030635_01222		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FG49
contig_1	cds	978879	979655	+	GCF_964030635_01223		Phage protein	SO:0001217, UniRef:UniRef50_A0AAI9T4X2, UniRef:UniRef90_UPI0030D53007
contig_1	cds	979658	980524	+	GCF_964030635_01224	recT	recombinase RecT	KEGG:K07455, SO:0001217, UniRef:UniRef50_A0A0K2JFY0, UniRef:UniRef90_UPI0037DCEEC9
contig_1	cds	980509	980979	+	GCF_964030635_01225		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DLT5
contig_1	cds	980984	981163	+	GCF_964030635_01226		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2P6FFW2, UniRef:UniRef90_UPI0030D2A146
contig_1	cds	981189	981476	-	GCF_964030635_01227	ytxH	YtxH domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6FA36, UniRef:UniRef90_A0A432ZUT3
contig_1	cds	981610	982263	-	GCF_964030635_01228		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A2P6FFU6, UniRef:UniRef90_A0A2P6FFU6
contig_1	cds	982279	983301	-	GCF_964030635_01229		DUF3688 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2P6F9G9
contig_1	cds	983291	984208	-	GCF_964030635_01230		Spiroplasma plectrovirus-related protein	SO:0001217, UniRef:UniRef50_A0A345DQG0, UniRef:UniRef90_UPI0030CC2682
contig_1	cds	984215	985621	-	GCF_964030635_01231		Capsid protein	SO:0001217, UniRef:UniRef50_A0A3S0RR73, UniRef:UniRef90_A0A432ZUL1
contig_1	cds	985639	986100	-	GCF_964030635_01232		P18	SO:0001217, UniRef:UniRef50_A0A2P6FFS4, UniRef:UniRef90_A0A2P6FFS4
contig_1	cds	986414	988318	+	GCF_964030635_01233		hypothetical protein	PFAM:PF07494.17
contig_1	cds	988358	988810	+	GCF_964030635_01234		hypothetical protein	
contig_1	cds	989005	991719	-	GCF_964030635_01235		Adhesin P123	SO:0001217, UniRef:UniRef50_A0A3S0SMD3, UniRef:UniRef90_UPI0011BAFF26
contig_1	cds	991723	993114	-	GCF_964030635_01236		Adhesin P54	SO:0001217, UniRef:UniRef50_A0A2P6FF31, UniRef:UniRef90_A0A2P6FA19
contig_1	cds	993107	993385	-	GCF_964030635_01237		Adhesin P12	RefSeq:WP_253301740.1, SO:0001217, UniParc:UPI00209C7E7A, UniRef:UniRef100_UPI00209C7E7A, UniRef:UniRef50_A0A2P6F9F7, UniRef:UniRef90_A0A3S0YNT3
contig_1	cds	993385	994845	-	GCF_964030635_01238		PBSX family phage terminase large subunit	KEGG:K06909, SO:0001217, UniRef:UniRef50_W0GPI8, UniRef:UniRef90_A0A432ZV87
contig_1	cds	994838	995236	-	GCF_964030635_01239		Spiroplasmavirus-related protein	SO:0001217, UniRef:UniRef50_A0A0K2JGV9
contig_1	cds	995539	996519	+	GCF_964030635_01240		hypothetical protein	PFAM:PF00665.32
contig_1	cds	996688	996951	+	GCF_964030635_01241		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0011B2793E
contig_1	cds	997063	997422	-	GCF_964030635_01242		hypothetical protein	
contig_1	cds	997639	997989	-	GCF_964030635_01243		hypothetical protein	
